MAG ID	Cluster ID	Cluster Size	Representative MAG ID	Is Representative	Quality Score	Completeness	Contamination	N50 Contigs	Contigs	Genome Size Bp
B09_bin.51	ANI95_cluster_00132	1	B09_bin.51	True	94.99986	94.62	0.0	38646	66	1690636
A01_bin.85	ANI95_cluster_00133	16	B09_bin.61	False	99.20898	98.63	0.0	58648	75	2417053
A06_bin.46	ANI95_cluster_00133	16	B09_bin.61	False	99.32277	98.63	0.0	69867	59	2614270
B05_bin.85	ANI95_cluster_00133	16	B09_bin.61	False	87.02478	89.5	0.51	10278	280	2222735
B08_bin.85	ANI95_cluster_00133	16	B09_bin.61	False	96.43322	97.09	0.23	50472	115	2674910
B09_bin.61	ANI95_cluster_00133	16	B09_bin.61	True	100.27093	98.63	0.0	164383	29	2653097
D06_bin.61	ANI95_cluster_00133	16	B09_bin.61	False	84.30601	83.56	0.0	74971	37	2211006
D07_bin.29	ANI95_cluster_00133	16	B09_bin.61	False	89.17357	94.25	1.03	10587	323	2353239
E01_bin.10	ANI95_cluster_00133	16	B09_bin.61	False	80.5338	82.88	0.68	105790	41	2355251
E02_bin.75	ANI95_cluster_00133	16	B09_bin.61	False	86.89513	86.84	0.0	8863	335	2166967
E06_bin.24	ANI95_cluster_00133	16	B09_bin.61	False	99.25388	98.63	0.0	63048	66	2532589
F01_bin.20	ANI95_cluster_00133	16	B09_bin.61	False	93.03659	96.34	0.68	12739	308	2485306
F02_bin.88	ANI95_cluster_00133	16	B09_bin.61	False	98.25963	97.95	0.0	32483	152	2498647
F04_bin.23	ANI95_cluster_00133	16	B09_bin.61	False	94.18872	97.43	0.68	17942	207	2370656
G05_bin.35	ANI95_cluster_00133	16	B09_bin.61	False	83.92843	87.29	0.68	7673	383	2272321
G06_bin.44	ANI95_cluster_00133	16	B09_bin.61	False	93.7807	93.15	0.0	63680	61	2441852
H07_bin.54	ANI95_cluster_00133	16	B09_bin.61	False	99.54433	98.63	0.0	91953	52	2599974
B01_bin.56	ANI95_cluster_00134	16	B09_bin.93	False	42.93168	86.78	8.78	8068	290	1703602
B02_bin.96	ANI95_cluster_00134	16	B09_bin.93	False	93.16412	92.62	0.0	54872	46	1919949
B05_bin.91	ANI95_cluster_00134	16	B09_bin.93	False	86.69232	86.03	0.0	66672	44	1769280
B09_bin.93	ANI95_cluster_00134	16	B09_bin.93	True	94.13287	93.29	0.0	84727	44	1936550
C01_bin.54	ANI95_cluster_00134	16	B09_bin.93	False	58.2662	87.58	6.04	89720	110	2074843
C03_bin.35	ANI95_cluster_00134	16	B09_bin.93	False	91.29485	91.21	0.06	39195	71	1781366
C04_bin.93	ANI95_cluster_00134	16	B09_bin.93	False	85.58967	88.59	0.67	35737	77	1844108
C07_bin.3	ANI95_cluster_00134	16	B09_bin.93	False	78.86086	88.59	2.01	32896	81	1838789
F02_bin.70	ANI95_cluster_00134	16	B09_bin.93	False	91.62635	91.28	0.0	35355	72	1828212
F06_bin.19	ANI95_cluster_00134	16	B09_bin.93	False	59.45169	81.22	4.36	6189	302	1537496
F07_bin.128	ANI95_cluster_00134	16	B09_bin.93	False	77.62625	83.89	1.34	44245	62	1729895
F08_bin.24	ANI95_cluster_00134	16	B09_bin.93	False	84.83504	85.91	0.34	62944	44	1769421
G01_bin.68	ANI95_cluster_00134	16	B09_bin.93	False	76.49663	82.21	1.34	98963	30	1786217
G06_bin.67	ANI95_cluster_00134	16	B09_bin.93	False	84.72934	87.92	0.69	26844	91	1852263
H02_bin.65	ANI95_cluster_00134	16	B09_bin.93	False	79.30283	83.93	0.95	14153	187	1726978
H03_bin.87	ANI95_cluster_00134	16	B09_bin.93	False	82.8117	86.07	0.69	20340	117	1723172
C01_bin.21	ANI95_cluster_00135	2	C01_bin.21	True	100.14437	98.66	0.0	148637	20	1958864
C04_bin.64	ANI95_cluster_00135	2	C01_bin.21	False	87.6122	95.97	1.74	35290	107	1793426
C01_bin.25	ANI95_cluster_00136	1	C01_bin.25	True	34.34224	81.05	9.34	4374	515	1969191
C01_bin.57	ANI95_cluster_00137	3	C01_bin.57	True	89.3931	90.42	0.21	5740	343	1659447
E07_bin.30	ANI95_cluster_00137	3	C01_bin.57	False	84.85074	85.62	0.16	6204	313	1611973
G02_bin.50	ANI95_cluster_00137	3	C01_bin.57	False	88.03296	95.78	1.56	8476	318	1965167
B05_bin.25	ANI95_cluster_00138	4	C02_bin.12	False	82.87582	92.21	1.97	52432	85	2946715
C02_bin.12	ANI95_cluster_00138	4	C02_bin.12	True	88.78281	92.57	0.84	42171	89	2629524
D05_bin.61	ANI95_cluster_00138	4	C02_bin.12	False	78.46288	83.78	1.18	59008	72	2612207
E07_bin.22	ANI95_cluster_00138	4	C02_bin.12	False	78.28659	84.01	1.3	78119	46	2857239
A03_bin.31	ANI95_cluster_00139	10	C02_bin.32	False	90.88458	88.59	0.0	229638	18	2489830
A06_bin.106	ANI95_cluster_00139	10	C02_bin.32	False	98.55824	97.99	0.0	57464	64	2553417
C01_bin.44	ANI95_cluster_00139	10	C02_bin.32	False	76.92682	83.51	1.33	9842	316	2316176
C02_bin.32	ANI95_cluster_00139	10	C02_bin.32	True	100.70439	98.66	0.0	204609	17	2617951
C06_bin.43	ANI95_cluster_00139	10	C02_bin.32	False	52.59742	98.25	9.41	140052	31	2899134
C08_bin.19	ANI95_cluster_00139	10	C02_bin.32	False	99.29642	97.99	0.0	130892	25	2668604
F02_bin.78	ANI95_cluster_00139	10	C02_bin.32	False	96.86988	98.66	0.67	156238	25	2691997
F06_bin.55	ANI95_cluster_00139	10	C02_bin.32	False	82.42339	90.38	1.68	45189	85	2369598
G08_bin.8	ANI95_cluster_00139	10	C02_bin.32	False	92.2445	93.29	0.34	66010	56	2521671
H01_bin.25	ANI95_cluster_00139	10	C02_bin.32	False	88.46066	90.6	0.71	141576	51	2594012
A01_bin.6	ANI95_cluster_00140	24	C02_bin.89	False	92.21898	91.28	0.0	94268	37	2172963
A07_bin.4	ANI95_cluster_00140	24	C02_bin.89	False	87.00856	87.58	0.17	28946	109	1809173
A09_bin.11	ANI95_cluster_00140	24	C02_bin.89	False	94.82366	97.87	0.69	41216	85	2177115
B01_bin.53	ANI95_cluster_00140	24	C02_bin.89	False	92.26759	93.29	0.34	68239	48	1982109
B02_bin.55	ANI95_cluster_00140	24	C02_bin.89	False	90.57844	93.96	0.71	18594	175	2097970
B05_bin.103	ANI95_cluster_00140	24	C02_bin.89	False	91.6234	92.28	0.22	45180	84	2099249
B07_bin.5	ANI95_cluster_00140	24	C02_bin.89	False	62.15241	93.73	6.33	10101	286	1987048
B08_bin.80	ANI95_cluster_00140	24	C02_bin.89	False	93.48966	97.32	0.89	62596	63	2335556
C02_bin.89	ANI95_cluster_00140	24	C02_bin.89	True	100.1272	98.66	0.0	147010	29	2372151
C04_bin.100	ANI95_cluster_00140	24	C02_bin.89	False	96.24338	95.0	0.0	124708	37	2211190
C05_bin.29	ANI95_cluster_00140	24	C02_bin.89	False	91.88669	93.96	0.67	128009	34	2190852
D03_bin.77	ANI95_cluster_00140	24	C02_bin.89	False	95.04839	94.63	0.0	42939	110	2137208
D04_bin.40	ANI95_cluster_00140	24	C02_bin.89	False	67.26309	82.02	2.96	7479	317	1820193
E01_bin.34	ANI95_cluster_00140	24	C02_bin.89	False	86.22195	90.46	0.86	9195	300	2082799
F01_bin.15	ANI95_cluster_00140	24	C02_bin.89	False	100.01079	98.66	0.0	135429	35	2378267
F02_bin.19	ANI95_cluster_00140	24	C02_bin.89	False	88.79226	87.92	0.0	87496	27	1947800
F04_bin.17	ANI95_cluster_00140	24	C02_bin.89	False	93.28461	92.99	0.0	30531	107	2113505
F07_bin.86	ANI95_cluster_00140	24	C02_bin.89	False	96.79324	96.22	0.0	58054	73	2353370
G02_bin.64	ANI95_cluster_00140	24	C02_bin.89	False	84.85178	85.37	0.11	6738	356	1899795
G07_bin.43	ANI95_cluster_00140	24	C02_bin.89	False	65.64181	83.52	3.58	5871	369	1780701
G08_bin.26	ANI95_cluster_00140	24	C02_bin.89	False	79.42212	93.36	2.81	13622	241	2111951
H02_bin.58	ANI95_cluster_00140	24	C02_bin.89	False	97.33438	96.98	0.0	36588	115	2190296
H06_bin.51	ANI95_cluster_00140	24	C02_bin.89	False	77.674	86.58	1.9	59900	50	2171501
H07_bin.53	ANI95_cluster_00140	24	C02_bin.89	False	94.18785	92.62	0.0	157055	27	2371397
C03_bin.22	ANI95_cluster_00141	1	C03_bin.22	True	65.92985	85.5	3.92	7055	407	2122163
C03_bin.41	ANI95_cluster_00142	1	C03_bin.41	True	53.39861	89.14	7.17	13421	256	2418959
A01_bin.17	ANI95_cluster_00143	23	C03_bin.49	False	91.39267	94.41	0.77	83717	45	2308583
A02_bin.42	ANI95_cluster_00143	23	C03_bin.49	False	73.1715	84.52	2.34	36020	87	1928709
A05_bin.36	ANI95_cluster_00143	23	C03_bin.49	False	89.28233	97.5	1.76	58853	62	2191171
C03_bin.49	ANI95_cluster_00143	23	C03_bin.49	True	100.35887	99.6	0.0	76337	45	2185978
C07_bin.61	ANI95_cluster_00143	23	C03_bin.49	False	81.23185	91.08	2.0	17035	185	2034439
D01_bin.66	ANI95_cluster_00143	23	C03_bin.49	False	89.46625	94.59	1.11	43475	85	2113536
D03_bin.57	ANI95_cluster_00143	23	C03_bin.49	False	72.95643	97.35	4.93	27013	137	2274623
D05_bin.4	ANI95_cluster_00143	23	C03_bin.49	False	92.75252	95.21	0.58	45002	75	2008039
D06_bin.94	ANI95_cluster_00143	23	C03_bin.49	False	83.03582	92.84	2.04	40372	79	2209992
D07_bin.73	ANI95_cluster_00143	23	C03_bin.49	False	98.23632	99.54	0.43	85152	52	2225887
E02_bin.36	ANI95_cluster_00143	23	C03_bin.49	False	48.58214	84.01	7.09	6164	395	1904075
E07_bin.51	ANI95_cluster_00143	23	C03_bin.49	False	89.03701	95.84	1.38	12021	232	1947282
F01_bin.12	ANI95_cluster_00143	23	C03_bin.49	False	93.21352	93.43	0.12	39262	91	2163214
F03_bin.10	ANI95_cluster_00143	23	C03_bin.49	False	98.5678	100.0	0.46	87160	38	2234354
F04_bin.14	ANI95_cluster_00143	23	C03_bin.49	False	93.69044	97.96	1.0	73614	57	2361364
F07_bin.34	ANI95_cluster_00143	23	C03_bin.49	False	64.34378	82.38	3.61	5218	384	1681324
G01_bin.19	ANI95_cluster_00143	23	C03_bin.49	False	90.08005	98.62	1.77	32155	115	2271030
G02_bin.47	ANI95_cluster_00143	23	C03_bin.49	False	81.75137	93.66	2.43	25557	142	2089422
G03_bin.10	ANI95_cluster_00143	23	C03_bin.49	False	93.72362	95.51	0.46	52162	80	2105629
G04_bin.62	ANI95_cluster_00143	23	C03_bin.49	False	74.39242	94.12	4.03	43142	90	2207543
G06_bin.15	ANI95_cluster_00143	23	C03_bin.49	False	85.96944	94.85	1.84	33064	112	2162182
G08_bin.51	ANI95_cluster_00143	23	C03_bin.49	False	98.02154	98.76	0.23	42074	92	2196324
H07_bin.33	ANI95_cluster_00143	23	C03_bin.49	False	88.49868	96.49	1.69	46588	72	2153988
C03_bin.52	ANI95_cluster_00144	1	C03_bin.52	True	94.43121	96.26	0.4	19411	229	3003733
C04_bin.10	ANI95_cluster_00145	1	C04_bin.10	True	68.26343	87.93	4.08	73763	42	1920937
A07_bin.5	ANI95_cluster_00146	13	C04_bin.103	False	88.36897	90.11	0.36	8777	288	1841600
B05_bin.3	ANI95_cluster_00146	13	C04_bin.103	False	89.03089	87.92	0.0	111329	24	1907083
B06_bin.23	ANI95_cluster_00146	13	C04_bin.103	False	85.10539	89.43	0.89	14569	203	1986005
C04_bin.103	ANI95_cluster_00146	13	C04_bin.103	True	100.47948	97.27	0.0	321038	9	2167594
F01_bin.33	ANI95_cluster_00146	13	C04_bin.103	False	92.40059	93.96	0.34	16049	199	2040708
G04_bin.29	ANI95_cluster_00146	13	C04_bin.103	False	99.27137	97.27	0.0	200267	13	2132500
G05_bin.45	ANI95_cluster_00146	13	C04_bin.103	False	99.90776	97.27	0.0	263926	15	2129602
G06_bin.91	ANI95_cluster_00146	13	C04_bin.103	False	93.07096	88.55	0.0	452216	12	1990929
H01_bin.33	ANI95_cluster_00146	13	C04_bin.103	False	75.06329	81.74	1.34	5899	357	1727287
H02_bin.11	ANI95_cluster_00146	13	C04_bin.103	False	90.61277	90.53	0.0	10927	265	1845228
H04_bin.10	ANI95_cluster_00146	13	C04_bin.103	False	98.02963	95.93	0.0	210093	13	2171584
H05_bin.14	ANI95_cluster_00146	13	C04_bin.103	False	94.10916	96.6	0.67	86276	36	2154736
H06_bin.93	ANI95_cluster_00146	13	C04_bin.103	False	97.71204	97.27	0.34	214394	19	2251403
A07_bin.87	ANI95_cluster_00147	3	C04_bin.18	False	85.97432	89.42	0.71	12432	200	1712358
B09_bin.60	ANI95_cluster_00147	3	C04_bin.18	False	84.90475	88.95	0.84	17025	155	1807368
C04_bin.18	ANI95_cluster_00147	3	C04_bin.18	True	93.9467	94.47	0.13	14630	196	1979354
C04_bin.39	ANI95_cluster_00148	1	C04_bin.39	True	45.16446	80.52	7.14	35546	110	2257450
C04_bin.63	ANI95_cluster_00149	1	C04_bin.63	True	78.99125	94.07	3.05	20655	353	4642929
C04_bin.65	ANI95_cluster_00150	1	C04_bin.65	True	75.18454	80.79	1.12	4654	520	2161885
C04_bin.78	ANI95_cluster_00151	1	C04_bin.78	True	96.52512	96.46	0.0	9852	334	2112959
C04_bin.83	ANI95_cluster_00152	1	C04_bin.83	True	81.92056	82.03	0.09	34886	83	2390675
C05_bin.100	ANI95_cluster_00153	1	C05_bin.100	True	79.98377	82.55	0.67	79047	67	2032613
C05_bin.102	ANI95_cluster_00154	2	C05_bin.102	True	89.39282	93.15	0.81	29992	71	1367594
H03_bin.93	ANI95_cluster_00154	2	C05_bin.102	False	85.70338	89.18	0.81	57608	27	1255200
A03_bin.28	ANI95_cluster_00155	20	C05_bin.117	False	90.25023	96.22	1.34	73893	87	3043533
A06_bin.47	ANI95_cluster_00155	20	C05_bin.117	False	81.807	97.0	3.07	18110	241	2662855
A07_bin.90	ANI95_cluster_00155	20	C05_bin.117	False	75.9785	89.88	2.85	36290	144	2957866
B03_bin.22	ANI95_cluster_00155	20	C05_bin.117	False	93.66105	94.06	0.19	55925	82	2688025
B06_bin.59	ANI95_cluster_00155	20	C05_bin.117	False	88.9572	92.44	0.77	37910	119	2756842
C04_bin.50	ANI95_cluster_00155	20	C05_bin.117	False	75.52783	94.64	3.88	30293	151	2975509
C05_bin.117	ANI95_cluster_00155	20	C05_bin.117	True	98.33279	98.66	0.19	63039	76	2910075
C08_bin.16	ANI95_cluster_00155	20	C05_bin.117	False	91.1662	95.79	1.05	63490	87	3004013
D01_bin.38	ANI95_cluster_00155	20	C05_bin.117	False	93.5905	96.67	0.77	77770	72	2858549
D02_bin.20	ANI95_cluster_00155	20	C05_bin.117	False	69.04308	82.92	2.78	6538	423	2258210
D03_bin.50	ANI95_cluster_00155	20	C05_bin.117	False	85.80516	93.34	1.53	14746	323	2981344
D05_bin.67	ANI95_cluster_00155	20	C05_bin.117	False	80.57341	92.84	2.47	11331	299	2566780
D06_bin.59	ANI95_cluster_00155	20	C05_bin.117	False	96.56576	98.85	0.57	57406	83	2784026
D07_bin.3	ANI95_cluster_00155	20	C05_bin.117	False	80.88179	95.9	3.03	15789	261	2707344
D08_bin.17	ANI95_cluster_00155	20	C05_bin.117	False	93.53451	96.93	0.82	71331	88	2945965
E01_bin.45	ANI95_cluster_00155	20	C05_bin.117	False	55.21704	98.25	8.77	82464	76	3043499
F01_bin.49	ANI95_cluster_00155	20	C05_bin.117	False	90.65165	97.41	1.39	21165	200	2883186
F02_bin.35	ANI95_cluster_00155	20	C05_bin.117	False	85.67901	89.18	0.77	36121	122	2716246
F05_bin.24	ANI95_cluster_00155	20	C05_bin.117	False	83.47432	95.52	2.49	41632	120	2801803
G04_bin.66	ANI95_cluster_00155	20	C05_bin.117	False	80.9055	91.7	2.17	9510	396	2702642
C05_bin.122	ANI95_cluster_00156	1	C05_bin.122	True	101.05089	99.33	0.0	172339	25	2376182
B02_bin.98	ANI95_cluster_00157	4	C05_bin.16	False	87.30188	91.57	1.12	133338	15	1077902
C05_bin.16	ANI95_cluster_00157	4	C05_bin.16	True	87.4452	91.57	1.12	147710	19	1100326
F08_bin.7	ANI95_cluster_00157	4	C05_bin.16	False	87.27877	91.57	1.12	131007	13	1058490
H06_bin.16	ANI95_cluster_00157	4	C05_bin.16	False	86.97183	91.57	1.12	100363	18	1063876
C05_bin.32	ANI95_cluster_00158	1	C05_bin.32	True	60.09831	80.22	4.03	5941	311	1533439
C05_bin.33	ANI95_cluster_00159	1	C05_bin.33	True	95.00187	94.35	0.16	145307	12	1473174
C05_bin.34	ANI95_cluster_00160	1	C05_bin.34	True	76.57876	82.13	1.12	7116	224	1252166
C05_bin.47	ANI95_cluster_00161	1	C05_bin.47	True	86.66578	93.31	1.36	17918	234	2820735
C05_bin.49	ANI95_cluster_00162	1	C05_bin.49	True	88.14831	91.4	0.67	12141	231	2138725
C05_bin.5	ANI95_cluster_00163	1	C05_bin.5	True	99.27495	98.49	0.0	79105	61	3111131
C05_bin.60	ANI95_cluster_00164	1	C05_bin.60	True	84.45535	98.18	2.85	53375	84	2980157
C05_bin.78	ANI95_cluster_00165	2	C05_bin.78	True	88.38531	90.45	0.56	73781	25	1105822
G01_bin.58	ANI95_cluster_00165	2	C05_bin.78	False	74.81192	82.58	1.69	68422	23	1095004
C05_bin.86	ANI95_cluster_00166	1	C05_bin.86	True	66.67934	84.83	3.93	150094	16	1080212
C05_bin.90	ANI95_cluster_00167	2	C05_bin.90	True	85.20365	91.5	1.34	41025	66	1910054
G04_bin.38	ANI95_cluster_00167	2	C05_bin.90	False	85.06181	91.7	1.34	8711	253	1757852
C06_bin.10	ANI95_cluster_00168	1	C06_bin.10	True	58.99803	90.58	6.32	7003	520	2842631
A03_bin.75	ANI95_cluster_00169	9	C06_bin.11	False	79.42481	93.51	2.87	28721	224	3291706
C06_bin.11	ANI95_cluster_00169	9	C06_bin.11	True	85.95959	95.38	1.94	29589	163	3057246
D05_bin.33	ANI95_cluster_00169	9	C06_bin.11	False	62.33013	86.27	4.79	6993	598	3252283
D06_bin.12	ANI95_cluster_00169	9	C06_bin.11	False	82.35086	95.25	2.66	41666	158	3340225
D07_bin.24	ANI95_cluster_00169	9	C06_bin.11	False	77.51442	93.59	3.24	15122	268	2656385
E02_bin.8	ANI95_cluster_00169	9	C06_bin.11	False	74.65485	93.0	3.69	13955	347	3069616
E07_bin.81	ANI95_cluster_00169	9	C06_bin.11	False	65.761	83.07	3.48	12280	318	2663728
F07_bin.131	ANI95_cluster_00169	9	C06_bin.11	False	79.48258	96.84	3.5	16878	262	2879680
G04_bin.6	ANI95_cluster_00169	9	C06_bin.11	False	73.62836	92.95	3.88	11836	400	3204698
C02_bin.83	ANI95_cluster_00170	2	C06_bin.26	False	76.84777	91.95	3.27	125177	40	2810287
C06_bin.26	ANI95_cluster_00170	2	C06_bin.26	True	91.0293	97.99	1.54	74630	70	2881554
B07_bin.89	ANI95_cluster_00171	6	C06_bin.29	False	80.42721	86.18	1.2	25931	121	1759118
C06_bin.29	ANI95_cluster_00171	6	C06_bin.29	True	87.06529	90.27	0.71	35309	78	1855896
C07_bin.71	ANI95_cluster_00171	6	C06_bin.29	False	70.76323	82.47	2.35	7373	305	1704489
E03_bin.17	ANI95_cluster_00171	6	C06_bin.29	False	86.23815	89.09	0.73	80205	39	2055010
H04_bin.19	ANI95_cluster_00171	6	C06_bin.29	False	79.13797	89.85	2.17	15607	181	1887430
H07_bin.44	ANI95_cluster_00171	6	C06_bin.29	False	69.62714	82.21	2.68	82134	42	1926899
C06_bin.41	ANI95_cluster_00172	2	C06_bin.41	True	97.79936	96.64	0.0	116306	37	2649259
F07_bin.27	ANI95_cluster_00172	2	C06_bin.41	False	95.03832	96.17	0.34	57612	78	2522614
A02_bin.25	ANI95_cluster_00173	11	C07_bin.25	False	78.79607	97.99	3.86	15167	456	4315686
A05_bin.113	ANI95_cluster_00173	11	C07_bin.25	False	85.75475	97.32	2.37	30565	209	3448839
C05_bin.51	ANI95_cluster_00173	11	C07_bin.25	False	61.14024	98.25	7.46	21524	250	3021513
C07_bin.25	ANI95_cluster_00173	11	C07_bin.25	True	89.21698	93.06	0.8	18518	282	2850166
D01_bin.40	ANI95_cluster_00173	11	C07_bin.25	False	68.38867	99.33	6.26	38197	233	3897266
D02_bin.7	ANI95_cluster_00173	11	C07_bin.25	False	72.01971	99.33	5.5	22451	348	4129291
D04_bin.28	ANI95_cluster_00173	11	C07_bin.25	False	86.2477	89.26	0.67	35360	159	3052689
D05_bin.64	ANI95_cluster_00173	11	C07_bin.25	False	52.10332	89.26	7.49	31302	197	3437392
F07_bin.18	ANI95_cluster_00173	11	C07_bin.25	False	77.66817	92.09	2.91	17517	470	4449072
G04_bin.77	ANI95_cluster_00173	11	C07_bin.25	False	70.11602	95.97	5.18	11542	694	4966880
H04_bin.6	ANI95_cluster_00173	11	C07_bin.25	False	49.40082	93.96	8.95	23082	400	4775347
B06_bin.34	ANI95_cluster_00174	4	C07_bin.38	False	92.98474	96.2	0.67	15764	229	2163767
B09_bin.10	ANI95_cluster_00174	4	C07_bin.38	False	82.3861	82.21	0.0	19390	178	1827801
C07_bin.38	ANI95_cluster_00174	4	C07_bin.38	True	94.37596	94.3	0.0	10446	285	1923897
G07_bin.31	ANI95_cluster_00174	4	C07_bin.38	False	80.18167	81.0	0.17	6497	333	1643503
C07_bin.69	ANI95_cluster_00175	1	C07_bin.69	True	77.09005	86.56	1.9	7165	416	2215164
B01_bin.55	ANI95_cluster_00176	8	C07_bin.75	False	91.18647	93.95	0.81	128877	23	1610605
B03_bin.74	ANI95_cluster_00176	8	C07_bin.75	False	83.68362	85.48	0.81	225512	15	1388528
B08_bin.29	ANI95_cluster_00176	8	C07_bin.75	False	87.42197	91.34	0.81	14417	122	1320747
C07_bin.75	ANI95_cluster_00176	8	C07_bin.75	True	91.80026	93.95	0.81	190176	15	1483827
F07_bin.127	ANI95_cluster_00176	8	C07_bin.75	False	88.69483	91.94	0.81	80733	25	1349194
G08_bin.57	ANI95_cluster_00176	8	C07_bin.75	False	88.98254	92.74	0.81	29924	67	1348212
H03_bin.21	ANI95_cluster_00176	8	C07_bin.75	False	90.1855	91.94	0.81	229670	12	1401892
H06_bin.88	ANI95_cluster_00176	8	C07_bin.75	False	80.40353	88.65	1.66	7543	219	1286366
A02_bin.20	ANI95_cluster_00177	23	C07_bin.89	False	92.1577	92.01	0.0	17920	315	3757058
A04_bin.38	ANI95_cluster_00177	23	C07_bin.89	False	93.76269	96.75	0.61	11119	485	3881496
A07_bin.31	ANI95_cluster_00177	23	C07_bin.89	False	88.70748	91.66	0.59	6178	643	3299290
A08_bin.32	ANI95_cluster_00177	23	C07_bin.89	False	97.5664	97.34	0.0	25110	247	3755609
B01_bin.43	ANI95_cluster_00177	23	C07_bin.89	False	95.0592	96.27	0.24	6300	738	3749262
B07_bin.16	ANI95_cluster_00177	23	C07_bin.89	False	77.28529	90.59	2.66	6319	679	3532409
B08_bin.11	ANI95_cluster_00177	23	C07_bin.89	False	97.05666	97.01	0.0	9946	528	3853290
B09_bin.57	ANI95_cluster_00177	23	C07_bin.89	False	94.12536	100.0	1.22	25096	256	4135827
C06_bin.30	ANI95_cluster_00177	23	C07_bin.89	False	97.57758	97.63	0.03	13798	404	3940445
C07_bin.89	ANI95_cluster_00177	23	C07_bin.89	True	99.72604	99.62	0.0	14434	383	3897926
C08_bin.74	ANI95_cluster_00177	23	C07_bin.89	False	95.31995	95.27	0.0	10285	529	3891070
D03_bin.18	ANI95_cluster_00177	23	C07_bin.89	False	90.17437	91.04	0.19	12527	409	3750402
D04_bin.44	ANI95_cluster_00177	23	C07_bin.89	False	87.33548	96.2	1.78	8998	545	3752474
D07_bin.49	ANI95_cluster_00177	23	C07_bin.89	False	98.56265	98.22	0.0	36325	206	4063003
E03_bin.3	ANI95_cluster_00177	23	C07_bin.89	False	90.63694	93.52	0.59	11094	440	3223844
F03_bin.25	ANI95_cluster_00177	23	C07_bin.89	False	86.02182	88.76	0.59	23662	248	3732937
F06_bin.72	ANI95_cluster_00177	23	C07_bin.89	False	90.55004	90.53	0.0	8034	603	3775634
G02_bin.60	ANI95_cluster_00177	23	C07_bin.89	False	91.82107	97.63	1.18	13547	444	4164036
G03_bin.63	ANI95_cluster_00177	23	C07_bin.89	False	91.92047	91.72	0.0	22637	259	3724988
G06_bin.57	ANI95_cluster_00177	23	C07_bin.89	False	99.31933	99.11	0.0	23653	272	4147625
G07_bin.99	ANI95_cluster_00177	23	C07_bin.89	False	96.69997	99.41	0.59	26407	241	3972542
G08_bin.39	ANI95_cluster_00177	23	C07_bin.89	False	99.1037	98.82	0.0	30470	210	4134285
H04_bin.49	ANI95_cluster_00177	23	C07_bin.89	False	96.17531	98.82	0.59	32541	201	4056406
B06_bin.73	ANI95_cluster_00178	2	C08_bin.14	False	90.27427	92.74	0.81	158667	24	2171204
C08_bin.14	ANI95_cluster_00178	2	C08_bin.14	True	93.68491	94.35	0.16	15361	187	2016077
C08_bin.27	ANI95_cluster_00179	1	C08_bin.27	True	61.40669	92.28	6.26	43769	110	2745719
A06_bin.67	ANI95_cluster_00180	5	C08_bin.28	False	78.36187	91.77	2.72	20837	165	2135855
B04_bin.15	ANI95_cluster_00180	5	C08_bin.28	False	63.73277	88.84	5.06	20637	136	1777601
C03_bin.13	ANI95_cluster_00180	5	C08_bin.28	False	54.38441	83.57	5.9	32171	73	1804373
C08_bin.28	ANI95_cluster_00180	5	C08_bin.28	True	80.38826	93.75	2.72	24906	108	1948442
F03_bin.14	ANI95_cluster_00180	5	C08_bin.28	False	39.12566	80.22	8.24	12666	210	1893654
C08_bin.34	ANI95_cluster_00181	1	C08_bin.34	True	74.87025	80.71	1.17	4705	368	1502999
C08_bin.48	ANI95_cluster_00182	2	C08_bin.48	True	81.02793	89.62	1.77	27483	169	3020355
D08_bin.103	ANI95_cluster_00182	2	C08_bin.48	False	75.52603	80.92	1.2	61243	64	2902051
C08_bin.52	ANI95_cluster_00183	1	C08_bin.52	True	72.29306	82.16	2.04	34166	86	1884734
A03_bin.66	ANI95_cluster_00184	9	C08_bin.68	False	98.40151	96.65	0.0	175531	38	3703795
A04_bin.76	ANI95_cluster_00184	9	C08_bin.68	False	101.54871	99.26	0.0	229201	33	3616003
A08_bin.14	ANI95_cluster_00184	9	C08_bin.68	False	96.21443	95.17	0.0	104993	55	3545864
C02_bin.33	ANI95_cluster_00184	9	C08_bin.68	False	99.13766	98.17	0.0	97446	68	3810954
C08_bin.68	ANI95_cluster_00184	9	C08_bin.68	True	102.03946	99.26	0.0	278296	35	3786591
G01_bin.70	ANI95_cluster_00184	9	C08_bin.68	False	94.71353	93.7	0.0	101943	59	3514492
G06_bin.25	ANI95_cluster_00184	9	C08_bin.68	False	94.35767	93.85	0.0	52047	128	3595784
G07_bin.52	ANI95_cluster_00184	9	C08_bin.68	False	92.87443	93.68	0.37	104993	55	3573034
H05_bin.46	ANI95_cluster_00184	9	C08_bin.68	False	94.11214	97.38	0.74	44604	139	3506574
C08_bin.77	ANI95_cluster_00185	2	C08_bin.77	True	71.59806	87.63	3.37	82736	93	3031129
D03_bin.86	ANI95_cluster_00185	2	C08_bin.77	False	59.62096	94.42	7.06	51306	121	3863130
A06_bin.44	ANI95_cluster_00186	6	C08_bin.86	False	90.88771	99.38	2.1	201021	25	2243813
C08_bin.86	ANI95_cluster_00186	6	C08_bin.86	True	93.41337	99.38	1.5	153557	22	2142108
