MAG ID	Cluster ID	Representative MAG ID	Is Representative	Gtdb Classification	Gtdb Domain	Gtdb Phylum	Gtdb Class	Gtdb Order	Gtdb Family	Gtdb Genus	Gtdb Species	Completeness	Contamination	Genome Size Bp	Contigs	N50 Contigs	Gc	Predicted Genes	Samples With Relative Abundance Gt0	Prevalence Fraction	Mean Relative Abundance Percent	Median Relative Abundance Percent	Median Nonzero Relative Abundance Percent	Max Relative Abundance Percent	Total Relative Abundance Percent Across Samples	Samples With Covered Fraction Gt0	Mean Covered Fraction
D05_bin.33	ANI95_cluster_00169	C06_bin.11	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anthropogastromicrobium	Anthropogastromicrobium aceti	86.27	4.79	3252283	598	6993	41.167881	3250	44.0	0.6769230769	0.01229479602	0.009610535	0.0127808825	0.11326193	0.7991617411	44.0	0.1550636804
D05_bin.35	ANI95_cluster_00413	H05_bin.38	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	91.42	0.0	4143377	169	35768	45.271068	3445	51.0	0.7846153846	0.01460053303	0.007861057	0.011115601	0.06293077	0.9490346469	51.0	0.2210159014
D05_bin.36	ANI95_cluster_00083	B04_bin.18	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	92.53	1.12	2646287	65	59495	59.417214	2190	56.0	0.8615384615	0.1152460535	0.028489228	0.04577473	0.8926618	7.490993476	56.0	0.5072710414
D05_bin.39	ANI95_cluster_00205	D05_bin.39	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Allocoprococcus;s__Allocoprococcus comes	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Allocoprococcus	Allocoprococcus comes	92.28	4.68	2643780	95	70233	42.838663	2501	63.0	0.9692307692	0.1187015136	0.07623904	0.08137965	0.5979212	7.715598387	63.0	0.6514267957
D05_bin.4	ANI95_cluster_00143	C03_bin.49	False	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	95.21	0.58	2008039	75	45002	60.171690	1709	53.0	0.8153846154	0.02216836274	0.013043583	0.015977958	0.20445351	1.440943578	53.0	0.3149812783
D05_bin.45	ANI95_cluster_00303	F07_bin.100	False	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatenecus;s__Scatenecus faecavium	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Scatenecus	Scatenecus faecavium	81.09	5.13	1909114	376	6758	37.175988	2138	5.0	0.07692307692	0.01223864178	0.0	0.11513378	0.45498413	0.7955117154	5.0	0.04733662538
D05_bin.46	ANI95_cluster_00191	D01_bin.36	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	94.3	5.2	2165625	323	8800	55.801720	2181	54.0	0.8307692308	0.01974566352	0.015981864	0.017441589	0.13531989	1.283468129	54.0	0.2534610354
D05_bin.47	ANI95_cluster_00359	G07_bin.36	False	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002102825	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	Zag111 sp002102825	88.79	4.13	1898371	109	30113	32.136553	1941	4.0	0.06153846154	0.004377200738	0.0	0.051108718	0.1765618	0.284518048	4.0	0.03498281938
D05_bin.53	ANI95_cluster_00217	D07_bin.25	False	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia rubneri	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia rubneri	95.25	1.4	2521463	187	23784	63.579002	2247	41.0	0.6307692308	0.01407192355	0.0049579595	0.009437303	0.14061993	0.9146750307	41.0	0.1724266355
D05_bin.59	ANI95_cluster_00206	D05_bin.59	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp958420075	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp958420075	91.61	0.67	2575096	108	36873	45.276331	2517	1.0	0.01538461538	0.003720140923	0.0	0.24180916	0.24180916	0.24180916	1.0	0.01537063492
D05_bin.61	ANI95_cluster_00138	C02_bin.12	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri_B	83.78	1.18	2612207	72	59008	45.638190	2192	15.0	0.2307692308	0.3446559314	0.0	1.5191302	6.1487813	22.40263554	15.0	0.1538386629
D05_bin.64	ANI95_cluster_00173	C07_bin.25	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii	89.26	7.49	3437392	197	31302	37.934515	3124	58.0	0.8923076923	0.03424788887	0.018524937	0.0216930765	0.7139426	2.226112777	58.0	0.3177762938
D05_bin.66	ANI95_cluster_00207	D05_bin.66	True	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Faecalibacillus	Faecalibacillus faecis	91.82	0.0	2130086	66	50713	30.011699	2244	46.0	0.7076923077	0.02637208313	0.007834793	0.0118964595	0.7560266	1.714185404	46.0	0.2152518157
D05_bin.67	ANI95_cluster_00155	C05_bin.117	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium propionicum	92.84	2.47	2566780	299	11331	49.115312	2459	46.0	0.7076923077	0.01517764064	0.0076824278	0.011965346	0.13815078	0.9865466418	46.0	0.1867670678
D05_bin.70	ANI95_cluster_00034	A06_bin.107	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	99.07	0.0	4089073	64	111936	43.595480	3354	51.0	0.7846153846	0.009949751805	0.006920419	0.009941411	0.048599135	0.6467338673	51.0	0.221502012
D05_bin.72	ANI95_cluster_00208	D05_bin.72	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__Alangreenwoodia sp905206455	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Alangreenwoodia	Alangreenwoodia sp905206455	91.16	2.13	2231843	293	10199	49.947913	2080	40.0	0.6153846154	0.01848701792	0.0073924917	0.019962021	0.18006296	1.201656165	40.0	0.2636934385
D05_bin.78	ANI95_cluster_00209	D05_bin.78	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma merdipullorum	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Limiplasma	Limiplasma merdipullorum	98.79	0.27	2964440	150	36055	61.201643	2760	17.0	0.2615384615	0.00768472798	0.0	0.014692096	0.23788956	0.4995073187	17.0	0.07711612446
D05_bin.82	ANI95_cluster_00210	D05_bin.82	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp003526845	97.32	0.0	1889780	15	166972	42.031877	1719	3.0	0.04615384615	0.008404467846	0.0	0.09167426	0.40501693	0.54629041	3.0	0.04037358
D05_bin.84	ANI95_cluster_00211	D05_bin.84	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus sp000435195	87.27	1.01	1876644	109	28756	52.446388	1861	18.0	0.2769230769	0.01364933882	0.0	0.034521095	0.22474493	0.8872070235	18.0	0.1557715205
D05_bin.91	ANI95_cluster_00021	A04_bin.93	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	92.76	1.02	2342281	304	10707	56.425894	2089	48.0	0.7384615385	0.01440577032	0.009491461	0.014228323	0.088480085	0.9363750706	48.0	0.2107146595
D05_bin.96	ANI95_cluster_00420	H06_bin.64	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E siraeum	94.3	0.67	2405660	63	53262	45.110115	2129	16.0	0.2461538462	0.01333122455	0.0	0.0162036935	0.4130956	0.866529596	16.0	0.06956234062
D05_bin.97	ANI95_cluster_00066	B02_bin.41	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	Dorea_A longicatena	82.57	1.96	2327788	113	37873	41.836327	2188	58.0	0.8923076923	0.03907476067	0.018316278	0.019681764	0.94636977	2.539859444	58.0	0.3459198854
D05_bin.98	ANI95_cluster_00283	F02_bin.66	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops	98.28	6.9	2230544	26	113138	56.692179	1903	32.0	0.4923076923	0.02845057534	0.0	0.0301969285	0.2571045	1.849287397	32.0	0.2561252744
D06_bin.1	ANI95_cluster_00191	D01_bin.36	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	91.19	2.01	2137815	263	11381	55.821622	2074	53.0	0.8153846154	0.02164962054	0.011539105	0.013630569	0.32608545	1.407225335	53.0	0.24850665
D06_bin.12	ANI95_cluster_00169	C06_bin.11	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anthropogastromicrobium	Anthropogastromicrobium aceti	95.25	2.66	3340225	158	41666	41.224858	2895	51.0	0.7846153846	0.01563781106	0.011244112	0.013596771	0.20527135	1.016457719	51.0	0.2155012778
D06_bin.17	ANI95_cluster_00283	F02_bin.66	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops	97.28	0.48	2213501	28	137847	56.353758	1886	31.0	0.4769230769	0.03720081612	0.0	0.0333738	1.0952804	2.418053048	31.0	0.223568803
D06_bin.21	ANI95_cluster_00424	H07_bin.23	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium longum	80.49	1.19	1915073	167	16218	60.268982	1842	57.0	0.8769230769	0.03082407187	0.018323375	0.02088628	0.2821843	2.003564671	57.0	0.2876094982
D06_bin.25	ANI95_cluster_00212	D06_bin.25	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003531585	95.97	0.0	2380026	71	54609	53.628574	2141	28.0	0.4307692308	0.02291235981	0.0	0.0154497825	0.42318654	1.489303388	28.0	0.1463566686
D06_bin.26	ANI95_cluster_00083	B04_bin.18	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	95.98	0.48	3176963	29	158697	58.281510	2638	58.0	0.8923076923	0.2652336625	0.17850953	0.194911445	1.9197878	17.24018807	58.0	0.4184792763
D06_bin.33	ANI95_cluster_00415	H05_bin.43	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia rectalis	95.47	0.0	2580255	43	90227	42.162112	2489	46.0	0.7076923077	0.03386471155	0.008481752	0.0162282085	0.6991271	2.201206251	46.0	0.1892864795
D06_bin.37	ANI95_cluster_00355	G06_bin.24	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000432135	84.56	1.68	2164118	59	57042	58.972200	1949	37.0	0.5692307692	0.02830423442	0.008093136	0.021383282	0.45965052	1.839775237	37.0	0.2229991078
D06_bin.38	ANI95_cluster_00213	D06_bin.38	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000435995	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000435995	97.09	2.03	2818377	109	46711	57.209593	2383	22.0	0.3384615385	0.01937390905	0.0	0.0270819395	0.39396426	1.259304088	22.0	0.1826102418
D06_bin.39	ANI95_cluster_00086	B04_bin.53	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter asaccharolyticus	94.63	2.01	2365054	124	29983	62.202216	2286	52.0	0.8	0.01742763595	0.010716221	0.012134392	0.2431668	1.132796336	52.0	0.2569140035
D06_bin.4	ANI95_cluster_00193	D01_bin.64	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	94.97	1.43	4111968	43	144807	46.705422	3361	62.0	0.9538461538	0.1403890341	0.0912927	0.11027177	0.5733756	9.125287214	62.0	0.5583880222
D06_bin.42	ANI95_cluster_00209	D05_bin.78	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma merdipullorum	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Limiplasma	Limiplasma merdipullorum	97.18	1.13	3016343	289	16305	61.388808	2841	16.0	0.2461538462	0.007418662185	0.0	0.0146465115	0.20415859	0.482213042	16.0	0.08323692132
D06_bin.47	ANI95_cluster_00380	H01_bin.87	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor intestinalis	92.14	5.88	3053922	158	35455	46.615107	2856	39.0	0.6	0.04246226911	0.0098106675	0.019532604	0.9248207	2.760047492	39.0	0.1989332344
D06_bin.48	ANI95_cluster_00344	G04_bin.90	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides stercoris	81.38	0.0	3421054	70	80878	46.209911	2906	22.0	0.3384615385	0.4143352591	0.0	0.38053517	5.934964	26.93179184	22.0	0.2425009875
D06_bin.49	ANI95_cluster_00302	F06_bin.75	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis	80.7	0.76	1759074	52	51452	58.881889	1721	48.0	0.7384615385	0.03380271384	0.013107675	0.0199423775	1.0272695	2.1971764	48.0	0.1745705902
D06_bin.55	ANI95_cluster_00203	D05_bin.12	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900545405	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Scatomorpha	Scatomorpha sp900545405	91.93	8.11	2599949	101	49538	62.704422	2464	22.0	0.3384615385	0.02771585547	0.0	0.023301328	0.7391637	1.801530605	22.0	0.1427912018
D06_bin.56	ANI95_cluster_00021	A04_bin.93	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	97.28	1.36	2535766	231	14908	56.451108	2155	50.0	0.7692307692	0.01539580993	0.009159277	0.0130277535	0.19247131	1.000727645	50.0	0.217611144
D06_bin.58	ANI95_cluster_00214	D06_bin.58	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha intestinigallinarum	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Scatomorpha	Scatomorpha intestinigallinarum	86.62	1.16	2147099	209	13275	63.125734	2085	13.0	0.2	0.01308768593	0.0	0.011134519	0.49832392	0.8506995855	13.0	0.08240565098
D06_bin.59	ANI95_cluster_00155	C05_bin.117	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium propionicum	98.85	0.57	2784026	83	57406	48.638842	2454	39.0	0.6	0.01697255029	0.006841955	0.01171726	0.2812165	1.103215769	39.0	0.1637764932
D06_bin.61	ANI95_cluster_00133	B09_bin.61	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola aceti	83.56	0.0	2211006	37	74971	43.651532	2021	37.0	0.5692307692	0.02235154849	0.005515639	0.011281558	0.36932042	1.452850652	37.0	0.1483125853
D06_bin.65	ANI95_cluster_00358	G07_bin.107	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia faecis	95.89	2.66	3027781	107	54651	43.327936	2933	42.0	0.6461538462	0.04110938028	0.015044684	0.030135234	0.9497771	2.672109718	42.0	0.2362793239
D06_bin.7	ANI95_cluster_00044	A07_bin.65	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	83.03	0.0	2352069	440	7261	44.343129	2144	44.0	0.6769230769	0.04592871762	0.04100042	0.0645865775	0.1558663	2.985366645	44.0	0.3024725756
D06_bin.71	ANI95_cluster_00286	F03_bin.13	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii	96.95	1.2	3070391	196	23244	59.314400	2610	43.0	0.6615384615	0.05200541915	0.010305129	0.02653152	1.3026289	3.380352245	43.0	0.2175294543
D06_bin.8	ANI95_cluster_00310	F07_bin.6	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-217	CAG-217 sp000436335	97.32	0.34	2024922	10	246452	53.355635	1871	16.0	0.2461538462	0.02108232748	0.0	0.0284149255	0.82185316	1.370351286	16.0	0.10254384
D06_bin.80	ANI95_cluster_00215	D06_bin.80	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-138	SFEL01	SFEL01 sp004557245	99.19	1.08	1781490	66	42218	53.538499	1697	19.0	0.2923076923	0.009942681698	0.0	0.016976096	0.2656549	0.6462743104	19.0	0.1008767931
D06_bin.82	ANI95_cluster_00406	H04_bin.57	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	91.61	0.0	2237500	92	39667	60.792268	1959	50.0	0.7692307692	0.02029564546	0.008800206	0.0138922605	0.34405115	1.319216955	50.0	0.1917463795
D06_bin.88	ANI95_cluster_00018	A03_bin.68	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	97.99	0.72	2925494	54	125520	49.369235	2627	36.0	0.5538461538	0.02108886206	0.0041633183	0.011462029	0.28219205	1.370776034	36.0	0.1840014822
D06_bin.89	ANI95_cluster_00280	F02_bin.31	False	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia massiliensis	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia massiliensis	97.96	1.36	3141953	32	140187	57.736032	2619	12.0	0.1846153846	0.02722535992	0.0	0.1269373725	0.35651746	1.769648395	12.0	0.1558922212
D06_bin.94	ANI95_cluster_00143	C03_bin.49	False	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	92.84	2.04	2209992	79	40372	60.216372	1890	54.0	0.8307692308	0.0275313688	0.01682512	0.020977772	0.1863643	1.789538972	54.0	0.3032428111
D06_bin.95	ANI95_cluster_00216	D06_bin.95	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp958409415	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp958409415	100.0	0.12	1713741	16	243973	54.482095	1500	11.0	0.1692307692	0.02164069371	0.0	0.020441407	1.065131	1.406645091	11.0	0.05667089169
D07_bin.15	ANI95_cluster_00302	F06_bin.75	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis	92.95	3.38	2229361	38	92603	58.349904	2175	48.0	0.7384615385	0.04848593218	0.015959674	0.0215909485	0.9503817	3.151585592	48.0	0.2391397765
D07_bin.19	ANI95_cluster_00086	B04_bin.53	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter asaccharolyticus	85.87	7.16	2282946	292	11443	62.443045	2333	55.0	0.8461538462	0.01764171173	0.011932646	0.013362748	0.08330402	1.146711262	55.0	0.2998533185
D07_bin.2	ANI95_cluster_00290	F03_bin.40	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A wexlerae	96.65	3.7	3660976	430	13920	41.629636	3542	62.0	0.9538461538	0.04806435778	0.030481081	0.0307578165	0.2670014	3.124183256	62.0	0.408972982
D07_bin.24	ANI95_cluster_00169	C06_bin.11	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anthropogastromicrobium	Anthropogastromicrobium aceti	93.59	3.24	2656385	268	15122	41.602742	2416	49.0	0.7538461538	0.01204318677	0.008561456	0.0101227695	0.15190274	0.78280714	49.0	0.1974257226
